"id","name","description","iconPath","price","flatHPPoolMod","flatMPPoolMod","percentHPPoolMod","percentMPPoolMod","flatHPRegenMod","percentHPRegenMod","flatMPRegenMod","percentMPRegenMod","flatArmorMod","percentArmorMod","flatAttackDamageMod","percentAttackDamageMod","flatAbilityPowerMod","percentAbilityPowerMod","flatMovementSpeedMod","percentMovementSpeedMod","flatAttackSpeedMod","percentAttackSpeedMod","flatDodgeMod","percentDodgeMod","flatCritChanceMod","percentCritChanceMod","flatCritDamageMod","percentCritDamageMod","flatMagicResistMod","percentMagicResistMod","flatEXPBonus","percentEXPBonus","epicness"
"1063","Prospector's Ring","<stats>+35 Ability Power<br>+6 Mana Regeneration</stats><br><br><unique>UNIQUE Passive - Prospector:</unique> +150 Health<br><br><i>(Unique Passives with the same name don't stack.)</i>","1063_ProspectorsRing2.png","950","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0","0.0","0.0","0.0","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"1080","Spirit Stone","<unique>UNIQUE Passive - Butcher:</unique> Against monsters, deal 20% bonus damage and restore 6% of damage dealt as Health and 3% as Mana.<br><br><i>(Unique Passives or Actives with the same name don't stack.)</i>","1080_SoulEater.png","40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"2003","Health Potion","<groupLimit>Limited to 5 at one time.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.","2003_Health_Potion.png","35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2004","Mana Potion","<groupLimit>Limited to 5 at one time.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 100 Mana over 15 seconds.","2004_Mana_Potion.png","35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2037","Elixir of Fortitude","<consumable>Click to Consume:</consumable> Grants +120-235 Health based on level and +15 Attack Damage for 3 minutes.","2037_Potion_of_Giant_Strength.png","350","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2039","Elixir of Brilliance","<consumable>Click to Consume:</consumable> Grants +25-40 Ability Power based on level and +10% Cooldown Reduction for 3 minutes.","2039_Potion_of_Brilliance.png","250","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2040","Ichor of Rage","<consumable>Click to Consume:</consumable> Grants +20-40 Attack Damage based on level, +20-40% Attack Speed based on level, and 15% increased damage to turrets for 4 minutes.","2040_Ichor_of_Rage.png","500","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2041","Crystalline Flask","<unique>UNIQUE Passive:</unique> Holds 3 charges and refills upon visiting the shop.<br><active>UNIQUE Active:</active> Consumes a charge to restore 120 Health and 60 Mana over 12 seconds.","2041_Crystalline_Flask.png","345","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2043","Vision Ward","<groupLimit>Can only carry 2 Vision Wards in inventory.</groupLimit><br><br><consumable>Click to Consume:</consumable> Places a visible ward that reveals the surrounding area and invisible units in the area until killed. Limit 1 <font color='#BBFFFF'>Vision Ward</font> on the map per player.<br><br><i>(Revealing a ward in this manner grants a portion of the gold reward when that unit is killed.)</i>","096_Eye_of_the_Observer.png","100","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2044","Stealth Ward","<groupLimit>Can only carry 3 Stealth Wards in inventory.</groupLimit><br><br><consumable>Click to Consume:</consumable> Places an invisible ward that reveals the surrounding area for 3 minutes. Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.","1020_Glowing_Orb.png","75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2045","Ruby Sightstone","<stats>+400 Health</stats><br><br><unique>UNIQUE Passive - Ward Refresh:</unique> Holds 5 charges and refills upon visiting the shop.<br><active>UNIQUE Active - Ghost Ward:</active> Consumes a charge to place a <font color='#BBFFFF'>Stealth Ward</font> that reveals the surrounding area for 3 minutes. A player may only have 3 <font color='#BBFFFF'>Stealth Wards</font> on the map at one time.<br><br><i>(Unique Passives with the same name don't stack.)</i>","2049_Ruby_Ward.png","400","400.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2047","Oracle's Extract","<consumable>Click to Consume:</consumable> Grants detection of nearby invisible units for up to 5 minutes or until death.","2047_OraclesExtract.png","250","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2048","Ichor of Illumination","<consumable>Click to Consume:</consumable> Grants +30-64 Ability Power based on level, +15% Cooldown Reduction, and increased Mana and Energy regeneration for 4 minutes.","2048_IchorofIllumination.png","500","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"2049","Sightstone","<stats>+150 Health</stats><br><br><unique>UNIQUE Passive - Ward Refresh:</unique> Holds 4 charges and refills upon visiting the shop.<br><active>UNIQUE Active - Ghost Ward:</active> Consumes a charge to place a <font color='#BBFFFF'>Stealth Ward</font> that reveals the surrounding area for 3 minutes. A player may only have 3 <font color='#BBFFFF'>Stealth Wards</font> on the map at one time.<br><br><i>(Unique Passives with the same name don't stack.)</i>","2049_Sightstone.png","400","150.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"2051","Guardian's Horn","<stats>+180 Health<br>+12 Health Regen per 5 seconds</stats><br><br><unique>UNIQUE Passive:</unique> Enemy spellcasts reduce the cooldown of Battle Cry by 1 second.<br><active>UNIQUE Active - Battle Cry:</active> Gain 30% movement speed, 20 Armor, and 20 Magic Resistance for 3 seconds. 25 second cooldown.","2051_Guardians_Horn.png","445","180.0","0.0","0.0","0.0","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"3001","Abyssal Scepter","<stats>+70 Ability Power<br>+45 Magic Resist</stats><br><br><aura>UNIQUE Aura:</aura> Reduces the Magic Resist of nearby enemies by 20.","3001_Abyssal_Scepter.png","980","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.0","2"
"3003","Archangel's Staff","<stats>+250 Mana<br>+60 Ability Power<br>+10 Mana Regen per 5 seconds</stats><br><br><unique>UNIQUE Passive - Insight:</unique> Grants Ability Power equal to 3% of maximum Mana.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +8 maximum Mana (max +750 Mana) for each spell cast and Mana expenditure (occurs up to 2 times every 8 seconds). Transforms into Seraph's Embrace at +750 Mana.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3003_ArchangelStaff.png","1140","0.0","250.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3004","Manamune","<stats>+250 Mana<br>+20 Attack Damage<br>+7 Mana Regen per 5 seconds </stats><br><br><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +4 maximum Mana (max +750 Mana) for each basic attack, spell cast, and Mana expenditure (occurs up to 2 times every 8 seconds).<br><br>Transforms into Muramana at +750 Mana.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3004_Manamune.png","1040","0.0","250.0","0.0","0.0","0.0","0.0","1.42","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3005","Atma's Impaler","<stats>+45 Armor<br>+15% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Grants bonus Attack Damage equal to 1.5% of maximum Health.","3005_Atmas_Impaler.png","780","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3006","Berserker's Greaves","<stats> +20% Attack Speed</stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><br><i>(Unique Passives with the same name don't stack.)</i>","3006_Berserkers_Greaves.png","175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3007","Archangel's Staff (Crystal Scar)","<stats>+250 Mana<br>+60 Ability Power<br>+10 Mana Regen per 5 seconds</stats><br><br><unique>UNIQUE Passive - Insight:</unique> Grants Ability Power equal to 3% of maximum Mana.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +10 maximum Mana (max +750 Mana) for each spell cast and Mana expenditure (occurs up to 2 times every 6 seconds). Transforms into Seraph's Embrace at +750 Mana.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3003_ArchangelStaff.png","1140","0.0","250.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3008","Manamune (Crystal Scar)","<stats>+250 Mana<br>+20 Attack Damage<br>+7 Mana Regen per 5 seconds </stats><br><br><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +8 maximum Mana (max +750 Mana) for each basic attack, spell cast, and Mana expenditure (occurs up to 2 times every 6 seconds).<br><br>Transforms into Muramana at +750 Mana.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3008_Manamune_CS.png","1000","0.0","250.0","0.0","0.0","0.0","0.0","1.42","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3009","Boots of Swiftness","<unique>UNIQUE Passive - Enhanced Movement:</unique> +60 Movement Speed<br><unique>UNIQUE Passive - Slow Resist:</unique> Movement slowing effects are reduced by 25%.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3009_Boots_of_Teleportation.png","675","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3010","Catalyst the Protector","<stats>+200 Health<br>+300 Mana</stats><br><br><unique>UNIQUE Passive - Valor's Reward:</unique> Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3010_Catalyst_the_Protector.png","400","200.0","300.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3020","Sorcerer's Shoes","<stats>+15 Magic Penetration</stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><br><i>(Magic Penetration: Magic damage is increased by ignoring an amount of the target's Magic Resist equal to Magic Penetration.)</i><br><br><i>(Unique Passives with the same name don't stack.)</i>","3020_Flamewalkers.png","775","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3022","Frozen Mallet","<stats>+700 Health<br>+30 Attack Damage</stats><br><br><unique>UNIQUE Passive - Icy:</unique> Basic attacks slow the target's Movement Speed for 1.5 seconds on hit (40% slow for melee attacks, 30% slow for ranged attacks).<br><br><i>(Unique Passives with the same name don't stack.)</i>","3022_Frozen_Mallet.png","1025","700.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3023","Twin Shadows","<stats>+80 Ability Power<br>+10% Cooldown Reduction<br>+6% Movement Speed</stats><br><br><active>UNIQUE Active - Hunt:</active> Summons up to 2 invulnerable ghosts that seek out the two nearest enemy champions for 5 seconds. If a ghost reaches its target, it reveals the target and reduces their Movement Speed by 40% for 2.5 seconds.<br><br>If a ghost cannot find a target, it tries to return to the caster.  Ghosts that successfully return in this way reduce the item's cooldown by 40 seconds (120 second cooldown).","3023_Wraith_Collar.png","630","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","80.0","0.0","0.0","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3024","Glacial Shroud","<stats>+250 Mana<br>+20 Armor</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction","3024_Glacial_Shroud.png","250","0.0","250.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"3025","Iceborn Gauntlet","<stats>+500 Mana<br>+60 Armor<br>+30 Ability Power<br>+10% Cooldown Reduction  </stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack (on hit) deals bonus physical damage equal to 125% of base Attack Damage to enemies near the target, and creates a field around the target for 2 seconds that slows enemy Movement Speed by 30% (2 second cooldown,  half-sized field if ranged).<br><br><i>(Unique Passives with the same name don't stack.)</i>","3025_Frozen_Fist.png","750","0.0","500.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3026","Guardian Angel","<stats>+50 Armor<br>+40 Magic Resist</stats><br><br><unique>UNIQUE Passive:</unique> Upon taking lethal damage, restores 30% of maximum Health and Mana after 4 seconds of stasis (5 minute cooldown).","3026_Guardian_Angel.png","1310","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.0","0.0","0.0","0.0","2"
"3027","Rod of Ages","<stats>+450 Health<br>+450 Mana<br>+60 Ability Power</stats><br><br><passive>Passive:</passive> Grants +20 Health, +20 Mana, and +2 Ability Power per stack (max +200 Health, +200 Mana, and +20 Ability Power). Grants 1 stack per minute (max 10 stacks).<br><unique>UNIQUE Passive - Valor's Reward:</unique> Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3027_Guinsoos_Rod_of_Oblivion.png","740","450.0","450.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3028","Chalice of Harmony","<stats>+25 Magic Resist<br>+7 Mana Regen per 5 seconds</stats><br><br><unique>UNIQUE Passive - Mana Font:</unique> Increases Mana Regen by 1% per 1% of missing Mana.<br><br><i>(Unique Passives with the same name don't stack.)</i>","3028_Harmony_Ring.png","120","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","0.0","0.0","0.0","1"
